,model_type,dataset,gradient_accumulation_steps,conv1_t_stride,learning_rate,no_max_pool,label_smoothing,bn_size,batch_size,model,widen_factor,act,resnet_type,growth_rate,dropout_prob,warmup_epochs,scheduler_type,weight_decay,mixup_alpha,remove_last_block,optimizer_type,conv1_t_size,densenet_type,init_features
187,,crlm,1,1.0,0.0040489327528,False,0.0610649360134,,3,resnet,1.6744857338659,leakyrelu,resnet50,,,1,cosine_warmup,1.12590604e-05,0.3167078067261,,sgd,7.0,,
188,,crlm,1,1.0,0.0006350522372,True,0.1382807517055,,4,resnet,1.6093601418752,relu,resnet50,,,5,cosine_warmup,0.0001140211755,0.304187978787,,adam,6.0,,
189,,crlm,1,1.0,1.48084027e-05,True,0.038579840165,,4,resnet,1.5205707098289,relu,resnet50,,,1,cosine_warmup,9.4103635e-06,0.0185803170309,,adamw,6.0,,
190,,crlm,1,1.0,0.003161002703,False,0.0626460629222,,4,resnet,1.725101702034,leakyrelu,resnet18,,,3,cosine_warmup,3.39363177e-05,0.0780048309036,,adamw,7.0,,
191,,crlm,1,,1.93694833e-05,,0.0278365887786,1.0,4,densenet,,leakyrelu,,18.0,0.2140773011616,4,cosine_warmup,1.6991517e-05,0.0389406808622,False,adamw,,densenet169,53.0
192,,crlm,1,,2.12058221e-05,,0.1181705532179,2.0,4,densenet,,relu,,31.0,0.1512401310596,2,warmup,0.000693549929,0.2750286503704,False,adamw,,densenet121,50.0
193,,crlm,1,,0.0004848601117,,0.1459210082875,2.0,2,densenet,,leakyrelu,,22.0,0.2900283691229,3,warmup,8.7207799e-06,0.2483815627158,True,adamw,,densenet121,26.0
194,,crlm,2,,0.0003605434848,,0.0781465500944,4.0,1,densenet,,gelu,,31.0,0.023743273951,2,cosine_warmup,2.6453744e-06,0.1179165473587,False,adamw,,densenet169,29.0
195,,crlm,1,2.0,1.89020302e-05,False,0.1695199457104,,2,resnet,1.1751062774002,relu,resnet18,,,4,cosine_warmup,6.1828199e-06,0.2166425169941,,sgd,3.0,,
196,,crlm,1,,0.0055156130994,,0.1294426451678,4.0,4,densenet,,gelu,,28.0,0.0379286379406,3,warmup,8.52776831e-05,0.3839295004477,False,sgd,,densenet169,61.0
197,,crlm,2,,0.0073117130596,,0.0526178733311,3.0,2,densenet,,leakyrelu,,19.0,0.1480905212488,3,cosine_warmup,3.65641765e-05,0.3666502604089,True,adamw,,densenet121,30.0
198,,crlm,1,,4.31268204e-05,,0.103759299785,4.0,4,densenet,,gelu,,31.0,0.0600925580549,2,cosine_warmup,0.0001272088226,0.031952254873,True,sgd,,densenet169,53.0
199,,crlm,1,,0.0046042343356,,0.1333274484242,1.0,1,densenet,,leakyrelu,,15.0,0.1959118714616,0,cosine_warmup,1.0260749e-06,0.0464502038926,False,sgd,,densenet169,24.0
200,,crlm,1,,6.64015847e-05,,0.0127232615676,3.0,2,densenet,,relu,,30.0,0.0818973030467,1,cosine_warmup,0.0002652607355,0.0173201641071,True,adamw,,densenet169,51.0
201,,crlm,1,,0.000857777537,,0.1270206079872,2.0,2,densenet,,relu,,31.0,0.2252542654114,5,warmup,0.0008851641167,0.0767494910598,False,adam,,densenet201,54.0
202,,crlm,1,,2.70828183e-05,,0.1332860659133,2.0,3,densenet,,gelu,,24.0,0.0035321643652,1,warmup,0.0004420823454,0.34777374798,False,sgd,,densenet169,57.0
203,,crlm,2,2.0,1.38121865e-05,True,0.1993529793145,,4,resnet,1.5913514468857,leakyrelu,resnet18,,,2,warmup,6.11091509e-05,0.0526869770279,,adam,6.0,,
204,,crlm,1,,4.51944325e-05,,0.02521057636,4.0,3,densenet,,relu,,12.0,0.1892574809141,2,warmup,2.81742723e-05,0.0607227498276,False,sgd,,densenet201,18.0
205,,crlm,1,,4.96506052e-05,,0.1604017266521,4.0,2,densenet,,relu,,25.0,0.2845048850037,0,warmup,1.1597384e-06,0.201111261761,True,adam,,densenet201,56.0
206,,crlm,1,,0.0015551233939,,0.0703107425311,2.0,2,densenet,,leakyrelu,,25.0,0.2445520181429,0,warmup,9.4364166e-06,0.1157471706751,False,adamw,,densenet121,24.0
207,,crlm,2,2.0,4.92748782e-05,True,0.0973461013767,,4,resnet,1.0772740226136,relu,resnet50,,,3,cosine_warmup,4.18708393e-05,0.0433749304736,,adamw,3.0,,
208,,crlm,2,,0.0003643767773,,0.0872845609543,2.0,3,densenet,,gelu,,25.0,0.2024549557472,5,warmup,0.0004518472768,0.3388963391283,False,adamw,,densenet201,35.0
209,,crlm,2,2.0,0.0006697517739,True,0.0384788770173,,4,resnet,1.5431682899595,relu,resnet34,,,4,warmup,0.0001932746238,0.0110646822409,,adamw,5.0,,
210,,crlm,2,,0.0066633539186,,0.1599073539478,3.0,3,densenet,,gelu,,17.0,0.176506361089,3,warmup,5.2084821e-06,0.0193664242062,False,sgd,,densenet121,55.0
211,,crlm,2,2.0,0.0041200002752,True,0.1933437909836,,2,resnet,1.88181494568,relu,resnet34,,,4,warmup,6.335232e-06,0.0997647679111,,adamw,3.0,,
212,,crlm,1,1.0,1.03456108e-05,False,0.0370633873024,,4,resnet,1.4817862902435,relu,resnet50,,,5,warmup,9.74493058e-05,0.3423721816177,,sgd,4.0,,
213,,crlm,1,2.0,0.0009879791628,True,0.1868962329945,,3,resnet,1.86170400056,leakyrelu,resnet50,,,5,warmup,1.40963025e-05,0.25115101901,,adam,4.0,,
214,,crlm,1,,0.0004114125682,,0.0945613514357,1.0,3,densenet,,gelu,,26.0,0.0357508554951,2,warmup,0.0004571484964,0.2445573242284,False,sgd,,densenet169,61.0
215,,crlm,1,2.0,6.81850213e-05,True,0.1395185349122,,3,resnet,1.6013257198526,relu,resnet18,,,5,cosine_warmup,0.0002352677964,0.2387843382048,,adam,4.0,,
216,,crlm,2,2.0,0.0002701078713,True,0.1495360910084,,2,resnet,1.3444344326537,relu,resnet34,,,2,warmup,1.1925808e-06,0.09962098007,,sgd,6.0,,
217,,crlm,2,2.0,2.32659492e-05,True,0.1452654300087,,4,resnet,1.2109727707557,relu,resnet50,,,0,cosine_warmup,0.0004426505271,0.2884647918063,,adam,7.0,,
218,,crlm,2,1.0,0.0021561581428,False,0.0737495371109,,4,resnet,1.1958956833024,relu,resnet34,,,1,warmup,0.000374373768,0.3061902384021,,adamw,7.0,,
219,,crlm,1,1.0,0.0007192951707,False,0.1918205491023,,1,resnet,1.1504884958364,leakyrelu,resnet50,,,3,cosine_warmup,1.50684162e-05,0.1246247856271,,sgd,5.0,,
220,,crlm,1,,0.0005698858599,,0.1662603592261,3.0,1,densenet,,leakyrelu,,27.0,0.0033906064798,2,cosine_warmup,0.0007162679871,0.2697674321518,True,sgd,,densenet169,64.0
221,,crlm,2,2.0,0.0006458217762,True,0.0367894717535,,1,resnet,1.8287101860231,gelu,resnet50,,,0,warmup,1.01590174e-05,0.1090314511094,,sgd,5.0,,
222,,crlm,2,2.0,0.0004616079643,True,0.1005201372472,,3,resnet,1.1845036313479,relu,resnet50,,,1,warmup,3.43261664e-05,0.3634846899084,,sgd,7.0,,
223,,crlm,1,2.0,4.35143272e-05,False,0.1179792345021,,4,resnet,1.8455356505092,relu,resnet50,,,0,cosine_warmup,4.5612047e-06,0.2086889234197,,adam,4.0,,
224,,crlm,2,1.0,0.0006930460937,False,0.0164576441475,,3,resnet,1.3971221311867,leakyrelu,resnet50,,,1,warmup,0.0001898401216,0.3364999532115,,adam,6.0,,
225,,crlm,2,,3.10919495e-05,,0.0065322258306,3.0,1,densenet,,gelu,,19.0,0.2216374526974,2,cosine_warmup,3.32925222e-05,0.1306748791722,True,sgd,,densenet121,49.0
226,,crlm,1,,0.0001386940867,,0.0224668310334,3.0,1,densenet,,leakyrelu,,21.0,0.0418957197631,5,warmup,5.74913205e-05,0.2236899221076,False,adam,,densenet201,20.0
227,,crlm,2,,0.0005012882884,,0.1790965669091,4.0,3,densenet,,relu,,18.0,0.0713088911915,0,cosine_warmup,8.10745615e-05,0.3945665786403,True,adamw,,densenet121,63.0
228,,crlm,1,2.0,0.0003131825649,True,0.1370663982336,,3,resnet,1.0815910384114,leakyrelu,resnet34,,,0,warmup,8.9560785e-06,0.0145594801403,,adamw,7.0,,
229,,crlm,2,2.0,0.0010565127482,True,0.0265270852119,,2,resnet,1.6590050166813,gelu,resnet34,,,2,warmup,0.0001187193918,0.2082666111978,,adam,3.0,,
230,,crlm,1,1.0,1.02738612e-05,True,0.0393356485154,,3,resnet,1.0374145708446,leakyrelu,resnet50,,,0,warmup,2.1001248e-05,0.0061459487016,,adamw,6.0,,
231,,crlm,1,2.0,0.0005978590014,True,0.0702566969685,,4,resnet,1.276161690925,leakyrelu,resnet18,,,2,warmup,1.4699287e-06,0.1240001122701,,adam,3.0,,
232,,crlm,1,,6.71212712e-05,,0.0925921643156,1.0,3,densenet,,gelu,,19.0,0.2181855263099,5,cosine_warmup,1.0852028e-06,0.1111946759238,False,adam,,densenet121,55.0
233,,crlm,1,1.0,0.0015265024996,False,0.0402281032223,,2,resnet,1.7686661944171,relu,resnet50,,,2,cosine_warmup,1.1110389e-06,0.2330850570076,,adam,4.0,,
234,,crlm,2,2.0,0.0045452625959,False,0.1655541159233,,1,resnet,1.6303317284345,relu,resnet18,,,5,warmup,5.18722934e-05,0.0837804435827,,adamw,4.0,,
235,,crlm,2,,0.0020114558245,,0.1178078162505,4.0,1,densenet,,leakyrelu,,27.0,0.1952818576393,0,warmup,0.0008189992439,0.2935419287954,False,adam,,densenet121,21.0
236,,crlm,2,2.0,1.53485817e-05,False,0.1316950351921,,4,resnet,1.1930494652466,leakyrelu,resnet50,,,1,cosine_warmup,0.0001506794264,0.126754466107,,adam,3.0,,
237,,crlm,2,1.0,0.0041586941028,False,0.0286959889753,,2,resnet,1.9716694556675,leakyrelu,resnet50,,,2,warmup,2.97223702e-05,0.0825922453833,,sgd,6.0,,
238,,crlm,2,,9.31846519e-05,,0.0389729492708,3.0,4,densenet,,relu,,29.0,0.1249075882009,3,cosine_warmup,1.0350255e-06,0.007469486508,False,sgd,,densenet121,57.0
239,,crlm,2,,0.0003657142169,,0.0394107016105,2.0,4,densenet,,relu,,20.0,0.2001615802813,1,cosine_warmup,2.89940661e-05,0.3849397494524,False,adam,,densenet169,54.0
240,,crlm,2,1.0,0.0002392045425,True,0.0534069622787,,3,resnet,1.4748486625001,gelu,resnet18,,,1,warmup,5.4243248e-06,0.2494526240395,,adamw,7.0,,
241,,crlm,2,,0.0001118881426,,0.1558180794229,3.0,4,densenet,,gelu,,28.0,0.0824235904511,5,cosine_warmup,1.09748892e-05,0.1938690069546,False,adam,,densenet169,20.0
242,,crlm,1,,0.0019735917489,,0.1739500257802,1.0,1,densenet,,relu,,30.0,0.1833254450322,1,warmup,0.0009065217372,0.3533083073103,False,sgd,,densenet121,39.0
243,,crlm,2,,0.0001900925854,,0.0859626366713,4.0,1,densenet,,leakyrelu,,25.0,0.1338915714299,3,cosine_warmup,0.0001228549673,0.3889892241488,False,adam,,densenet169,36.0
244,,crlm,2,,0.0002772999207,,0.0521186952107,1.0,4,densenet,,gelu,,30.0,0.2188065679796,0,warmup,7.15986218e-05,0.366064570891,True,adamw,,densenet169,51.0
245,,crlm,1,2.0,0.0052157354369,True,0.067048748532,,1,resnet,1.7883878604931,leakyrelu,resnet34,,,2,cosine_warmup,2.19814747e-05,0.316364650494,,adamw,7.0,,
246,,crlm,2,,0.0007294961367,,0.0334469270663,1.0,2,densenet,,gelu,,32.0,0.1156898261509,1,warmup,6.31076819e-05,0.140399262208,True,sgd,,densenet169,38.0
247,,crlm,2,2.0,0.0006843514504,True,0.0747639614628,,1,resnet,1.4166992304455,relu,resnet18,,,5,warmup,0.0007936330573,0.0243931448766,,adamw,5.0,,
248,,crlm,2,,5.40131864e-05,,0.1555686316432,3.0,1,densenet,,leakyrelu,,18.0,0.2465287052286,3,cosine_warmup,2.9176923e-06,0.2511645574272,False,adam,,densenet121,57.0
249,,crlm,1,,0.0001325861989,,0.1398019595303,3.0,4,densenet,,gelu,,24.0,0.0800873697362,3,cosine_warmup,2.7645909e-06,0.10792285824,True,adamw,,densenet169,62.0
250,,crlm,1,,0.0060523979335,,0.1184626247391,4.0,2,densenet,,leakyrelu,,28.0,0.2681112108983,2,warmup,0.000141053099,0.2107070589164,False,adamw,,densenet201,25.0
251,,crlm,1,1.0,0.0003552162684,True,0.0842387233553,,2,resnet,1.0410037569192,relu,resnet34,,,3,warmup,0.0008778344211,0.3069808577913,,adamw,5.0,,
252,,crlm,2,1.0,8.1310532e-05,False,0.1872542405265,,2,resnet,1.0846484045803,leakyrelu,resnet50,,,4,warmup,4.99337566e-05,0.2813544498788,,adam,7.0,,
253,,crlm,1,,0.0019544195846,,0.0815144093985,4.0,4,densenet,,leakyrelu,,12.0,0.1539101359524,5,warmup,3.57785276e-05,0.3615935719413,False,adamw,,densenet121,24.0
254,,crlm,1,1.0,4.09652873e-05,False,0.1015137606469,,1,resnet,1.5728334528188,gelu,resnet18,,,0,warmup,0.0003340425833,0.1962903142475,,adamw,7.0,,
255,,crlm,2,,5.17009279e-05,,0.0948663057055,2.0,1,densenet,,gelu,,14.0,0.1441558593782,1,cosine_warmup,0.000858209428,0.1463475129755,True,adamw,,densenet201,32.0
256,,crlm,2,,5.21580378e-05,,0.0229589475007,2.0,1,densenet,,leakyrelu,,14.0,0.2695427427411,0,warmup,0.0002695982314,0.2557602551925,True,adamw,,densenet169,45.0
257,,crlm,2,1.0,0.0008748370758,False,0.0354529865643,,3,resnet,1.035638855977,relu,resnet18,,,1,cosine_warmup,3.90975609e-05,0.2478438052472,,adam,3.0,,
258,,crlm,2,,0.0006198266189,,0.0420767636012,1.0,1,densenet,,leakyrelu,,14.0,0.1746441682571,1,warmup,0.0004771383299,0.1453793257996,True,adam,,densenet201,50.0
259,,crlm,1,2.0,0.0018702842765,False,0.1223403550117,,1,resnet,1.206709024094,gelu,resnet50,,,1,warmup,0.000108702033,0.2496230057989,,sgd,5.0,,
260,,crlm,1,,0.0002497242731,,0.0001420144877,3.0,4,densenet,,leakyrelu,,21.0,0.1585453026595,1,warmup,4.123219e-06,0.1057337105624,True,adamw,,densenet169,49.0
261,,crlm,1,2.0,0.0002547762134,False,0.0508552791362,,4,resnet,1.7882783171836,relu,resnet34,,,0,warmup,2.26688866e-05,0.1451228640486,,adam,3.0,,
262,,crlm,1,,0.0013345299498,,0.1293539183697,4.0,2,densenet,,gelu,,20.0,0.1529692321977,1,cosine_warmup,0.0002537010346,0.3407871234491,False,adam,,densenet169,39.0
263,,crlm,1,1.0,0.0005691686369,True,0.1271918445729,,4,resnet,1.1044529463808,relu,resnet50,,,1,warmup,0.0004459357864,0.1060147657219,,sgd,6.0,,
264,,crlm,2,,1.11390027e-05,,0.085229798536,4.0,2,densenet,,gelu,,19.0,0.0791542570477,3,cosine_warmup,1.45868952e-05,0.3644281097838,True,sgd,,densenet169,53.0
265,,crlm,1,,4.85807971e-05,,0.0775482711429,2.0,3,densenet,,relu,,23.0,0.2858223943179,0,cosine_warmup,8.30777718e-05,0.3149059034145,True,adam,,densenet169,32.0
266,,crlm,1,,0.0081821638683,,0.1623933183441,2.0,3,densenet,,leakyrelu,,15.0,0.0892572842359,3,warmup,6.8875053e-06,0.2278100068266,True,sgd,,densenet201,40.0
267,,crlm,1,,9.75855796e-05,,0.0789093569509,2.0,1,densenet,,leakyrelu,,17.0,0.2188199152017,2,cosine_warmup,5.27933205e-05,0.3692182303322,True,adamw,,densenet121,46.0
268,,crlm,2,,1.84017044e-05,,0.1927460216805,3.0,1,densenet,,relu,,27.0,0.0269401686712,2,warmup,0.0006939224421,0.0366730717981,True,adamw,,densenet121,32.0
269,,crlm,2,,1.75741311e-05,,0.0835499277865,3.0,3,densenet,,leakyrelu,,17.0,0.0333613280099,3,warmup,0.0002058637522,0.0776725190419,True,adam,,densenet201,62.0
270,,crlm,1,1.0,0.0089556539111,True,0.1497873785225,,3,resnet,1.0804370723539,gelu,resnet50,,,3,warmup,0.000631209302,0.1322677272222,,adam,7.0,,
271,,crlm,2,,0.0002064635827,,0.0174934839423,3.0,2,densenet,,leakyrelu,,24.0,0.2197376426175,1,warmup,0.0001284576763,0.2383390323829,False,sgd,,densenet169,35.0
272,,crlm,2,,0.0001424658248,,0.00924686679,3.0,2,densenet,,leakyrelu,,32.0,0.1096947629751,0,cosine_warmup,1.4478713e-06,0.0449127648377,True,sgd,,densenet201,35.0
273,,crlm,1,,3.90442538e-05,,0.143196016667,2.0,2,densenet,,leakyrelu,,25.0,0.134439743901,1,cosine_warmup,4.890243e-06,0.2100428544132,False,adam,,densenet201,30.0
274,,crlm,2,2.0,4.31921614e-05,True,0.1001651911049,,1,resnet,1.4453336427589,gelu,resnet18,,,5,cosine_warmup,1.02907795e-05,0.256350746492,,sgd,4.0,,
275,,crlm,2,1.0,0.0001597788844,True,0.1016827656898,,1,resnet,1.7001597357424,gelu,resnet34,,,2,warmup,1.2579729e-06,0.363659935203,,sgd,4.0,,
276,,crlm,1,,0.0002336963963,,0.0783966267182,1.0,4,densenet,,gelu,,21.0,0.2233384733952,3,cosine_warmup,0.0005275519054,0.0285270513102,False,sgd,,densenet121,44.0
277,,crlm,1,2.0,0.0049582042996,False,0.1660222779281,,1,resnet,1.8335065364351,leakyrelu,resnet34,,,4,cosine_warmup,3.8743054e-06,0.2267328864878,,adam,7.0,,
278,,crlm,1,,0.0002109455379,,0.1370569890359,1.0,3,densenet,,relu,,21.0,0.157020391392,0,warmup,3.4546085e-06,0.1443693883069,True,adamw,,densenet201,41.0
279,,crlm,1,,2.58308734e-05,,0.1616690125821,1.0,4,densenet,,leakyrelu,,16.0,0.299730616329,1,cosine_warmup,1.0991674e-06,0.1784208242199,False,sgd,,densenet169,51.0
280,,crlm,1,,3.70946863e-05,,0.1071202923282,1.0,3,densenet,,gelu,,12.0,0.2955300512867,5,warmup,0.0004578390729,0.3174457344296,False,sgd,,densenet201,32.0
281,,crlm,1,1.0,0.0002544503038,True,0.1083428732907,,1,resnet,1.6114416701744,gelu,resnet18,,,0,cosine_warmup,9.87443322e-05,0.116978483736,,adamw,5.0,,
282,,crlm,2,1.0,0.0033955965566,True,0.189271474488,,2,resnet,1.99233020991,leakyrelu,resnet34,,,5,cosine_warmup,0.0001668703435,0.3062132725962,,adamw,5.0,,
283,,crlm,2,2.0,0.0022290202908,False,0.1907242957016,,1,resnet,1.7468696954701,relu,resnet34,,,1,cosine_warmup,0.0002157251444,0.3877313914529,,adam,5.0,,
284,,crlm,2,2.0,0.0071483363196,True,0.1944946977782,,3,resnet,1.3686204183969,relu,resnet18,,,0,warmup,0.0005561625694,0.3445878995206,,adamw,7.0,,
285,,crlm,1,,0.0003615005433,,0.0258599840224,1.0,2,densenet,,leakyrelu,,28.0,0.1989980691144,3,warmup,2.07729973e-05,0.3814318055388,True,sgd,,densenet201,45.0
286,,crlm,2,2.0,0.0002612995333,True,0.1062362765158,,2,resnet,1.0583023740393,leakyrelu,resnet50,,,2,cosine_warmup,1.11122262e-05,0.1032323933007,,adamw,6.0,,
287,,crlm,1,,4.44204154e-05,,0.0027767751093,4.0,2,densenet,,relu,,13.0,0.0579174000001,2,warmup,0.0002185283051,0.0129193941876,False,sgd,,densenet121,46.0
288,,crlm,2,,0.0009588568763,,0.0135801127777,4.0,1,densenet,,gelu,,15.0,0.2800160504716,1,warmup,8.7849472e-06,0.1812631812514,True,sgd,,densenet169,29.0
289,,crlm,1,1.0,0.0004909526501,True,0.083253512698,,4,resnet,1.2324204234017,leakyrelu,resnet18,,,1,warmup,4.08471044e-05,0.1310509927834,,adamw,7.0,,
290,,crlm,1,2.0,0.0043007106712,False,0.1262313440437,,4,resnet,1.9340187692926,leakyrelu,resnet18,,,4,cosine_warmup,0.0002414402555,0.1389940792667,,adamw,5.0,,
291,,crlm,2,,0.0011399593428,,0.1167531681059,3.0,2,densenet,,leakyrelu,,13.0,0.1236253494801,4,warmup,8.0325203e-06,0.0617106318003,True,adam,,densenet121,48.0
292,,crlm,1,,0.0002015162575,,0.0617109736739,1.0,4,densenet,,relu,,28.0,0.233035985364,0,warmup,0.0009543067119,0.047363475066,True,adam,,densenet121,63.0
293,,crlm,1,,0.0002830485247,,0.0635507006671,3.0,3,densenet,,relu,,19.0,0.1464733669659,3,cosine_warmup,3.1705682e-06,0.1403330394178,False,adam,,densenet169,21.0
294,,crlm,1,1.0,0.0002329014623,False,0.064325666383,,2,resnet,1.9591526808359,gelu,resnet18,,,1,cosine_warmup,2.4636403e-05,0.1177392347835,,adamw,6.0,,
295,,crlm,2,2.0,5.71212434e-05,True,0.1908158222367,,2,resnet,1.3725857416048,relu,resnet18,,,1,warmup,0.000700365783,0.2839590955211,,adam,4.0,,
296,,crlm,2,,0.0013700033596,,0.003384178473,1.0,2,densenet,,gelu,,24.0,0.1122360168652,2,cosine_warmup,1.8884973e-06,0.1649527494968,False,sgd,,densenet169,35.0
297,,crlm,2,2.0,9.32891735e-05,False,0.1111050944565,,4,resnet,1.4124761601453,gelu,resnet50,,,4,warmup,6.6521265e-06,0.3151903362627,,sgd,7.0,,
298,,crlm,1,1.0,2.7549046e-05,False,0.1958117375682,,4,resnet,1.0848326492001,gelu,resnet50,,,2,warmup,1.31035448e-05,0.0890580565786,,adamw,3.0,,
299,,crlm,2,2.0,9.4565473e-05,False,0.1375469844222,,1,resnet,1.8802178253406,gelu,resnet50,,,4,warmup,3.9261127e-06,0.3041233526864,,adam,5.0,,
300,,crlm,2,,2.37011526e-05,,0.1419640747613,1.0,4,densenet,,relu,,16.0,0.2096038474965,0,cosine_warmup,1.6163782e-06,0.3357266601581,False,adam,,densenet169,20.0
301,,crlm,1,2.0,0.0002392431408,False,0.1831355485834,,3,resnet,1.1720737484995,gelu,resnet34,,,1,cosine_warmup,0.0006264705465,0.0338139963186,,adamw,6.0,,
302,,crlm,1,,0.0002453436116,,0.1388582093738,1.0,3,densenet,,gelu,,15.0,0.1343389915399,4,cosine_warmup,0.000289439186,0.149968999552,True,adamw,,densenet121,21.0
303,,crlm,1,2.0,0.0011623337821,True,0.1339965524268,,3,resnet,1.7486913663843,relu,resnet50,,,1,warmup,1.9247814e-06,0.0603539243453,,adamw,6.0,,
304,,crlm,2,1.0,0.0096925057314,True,0.1097122112531,,1,resnet,1.1807084234129,leakyrelu,resnet18,,,2,cosine_warmup,0.0006352863919,0.0574844842489,,adamw,5.0,,
305,,crlm,2,,0.0091637052501,,0.069331452302,2.0,1,densenet,,gelu,,28.0,0.0690214755105,2,cosine_warmup,8.8007067e-06,0.2686485688477,False,adamw,,densenet121,46.0
306,,crlm,2,,0.0034640844287,,0.0633992205488,3.0,1,densenet,,leakyrelu,,15.0,0.0270004102757,1,cosine_warmup,3.07741975e-05,0.1977640170327,False,sgd,,densenet201,24.0
307,,crlm,1,,6.56090746e-05,,0.1233590810053,2.0,3,densenet,,relu,,21.0,0.0941070980915,0,warmup,4.1307377e-06,0.1448842149989,True,adam,,densenet201,17.0
308,,crlm,2,1.0,0.0017683639511,True,0.1080714852325,,2,resnet,1.998433167995,gelu,resnet18,,,3,warmup,1.5350068e-06,0.3541150731997,,adam,6.0,,
309,,crlm,2,2.0,0.0053206313754,True,0.065301613759,,4,resnet,1.2254851318663,gelu,resnet50,,,0,warmup,1.1276265e-06,0.2845247650938,,sgd,7.0,,
310,,crlm,2,1.0,0.0040795489041,True,0.0999869709606,,3,resnet,1.6150483800645,relu,resnet18,,,4,cosine_warmup,8.2057689e-05,0.1006825673776,,adamw,3.0,,
311,,crlm,2,,0.0016531280852,,0.0879792476314,2.0,3,densenet,,leakyrelu,,17.0,0.2499444517542,0,cosine_warmup,8.5040867e-06,0.2637535440551,True,sgd,,densenet121,41.0
312,,crlm,2,2.0,0.0011735033316,True,0.1245190635209,,4,resnet,1.7168831703711,gelu,resnet18,,,4,warmup,7.0293888e-06,0.036441032521,,adamw,3.0,,
313,,crlm,1,2.0,0.0024220198794,True,0.1791648957736,,4,resnet,1.1243784832523,relu,resnet34,,,5,warmup,5.8089707e-06,0.1474860913199,,sgd,7.0,,
314,,crlm,1,2.0,6.25167454e-05,True,0.1697125898766,,2,resnet,1.7963620611657,leakyrelu,resnet18,,,5,warmup,4.643009e-06,0.2627008303927,,adam,3.0,,
315,,crlm,2,,0.0008997994122,,0.1360760507365,1.0,1,densenet,,relu,,20.0,0.2481971812156,4,cosine_warmup,7.9379167e-06,0.3293430182583,True,adam,,densenet201,32.0
316,,crlm,1,1.0,0.0063306103468,False,0.1294370047878,,3,resnet,1.5761179478966,leakyrelu,resnet50,,,2,cosine_warmup,1.816921e-06,0.0289443501236,,adam,3.0,,
317,,crlm,2,,0.0008639872984,,0.0798463720359,1.0,3,densenet,,gelu,,29.0,0.2552567522323,1,warmup,0.0007166851614,0.0900473776688,True,adamw,,densenet121,29.0
318,,crlm,2,,0.000318051307,,0.0473903993286,4.0,3,densenet,,leakyrelu,,28.0,0.1486708465442,3,warmup,4.2283226e-06,0.1258022321077,False,adam,,densenet121,39.0
319,,crlm,1,2.0,4.04517008e-05,True,0.1772686291914,,4,resnet,1.6491922121549,leakyrelu,resnet18,,,5,warmup,0.000199867696,0.0483928482772,,adam,4.0,,
320,,crlm,1,,0.0026014084214,,0.0284724610803,1.0,3,densenet,,gelu,,24.0,0.0614498936929,1,cosine_warmup,0.0001085519579,0.3629796833722,True,adamw,,densenet121,55.0
321,,crlm,2,1.0,0.0001896881731,False,0.1686369193584,,4,resnet,1.7975791309235,leakyrelu,resnet50,,,0,warmup,1.0493777e-06,0.0140543150208,,adam,4.0,,
322,,crlm,2,2.0,7.21843666e-05,True,0.161196169352,,4,resnet,1.8505745519912,gelu,resnet34,,,2,warmup,0.0001001804465,0.3882693586316,,adam,6.0,,
323,,crlm,1,,9.7376419e-05,,0.0108733002141,3.0,1,densenet,,gelu,,28.0,0.2664654360343,5,cosine_warmup,5.86742173e-05,0.0140482294201,False,adamw,,densenet169,18.0
324,,crlm,1,1.0,0.0013080540759,True,0.0594254583102,,3,resnet,1.7925919407956,gelu,resnet18,,,5,cosine_warmup,0.0001397744054,0.269464073486,,adam,7.0,,
325,,crlm,2,1.0,0.0042494622668,True,0.0884371712791,,4,resnet,1.0051346858962,gelu,resnet50,,,4,warmup,0.0001486895695,0.0642022337815,,adamw,3.0,,
326,,crlm,1,1.0,0.0003342670966,True,0.183879346774,,1,resnet,1.2458689842559,leakyrelu,resnet18,,,3,warmup,0.0001411702913,0.0604443072115,,adam,7.0,,
327,,crlm,1,1.0,0.0001646803363,False,0.0596961897151,,4,resnet,1.3147886558088,gelu,resnet34,,,4,cosine_warmup,2.19271127e-05,0.0598721669112,,sgd,6.0,,
328,,crlm,1,,1.4812756e-05,,0.0432506901859,1.0,1,densenet,,leakyrelu,,13.0,0.211887577661,1,cosine_warmup,1.02976373e-05,0.3018806078419,False,adamw,,densenet201,57.0
329,,crlm,2,,0.0010057575122,,0.1667927020691,3.0,2,densenet,,gelu,,27.0,0.2213947587646,2,cosine_warmup,1.19613601e-05,0.3842539246252,True,sgd,,densenet169,43.0
330,,crlm,1,,0.0001963994226,,0.0762298057987,1.0,3,densenet,,leakyrelu,,32.0,0.1253526828995,1,cosine_warmup,1.0698394e-06,0.0278079769476,False,adam,,densenet121,25.0
331,,crlm,1,1.0,0.0099028297301,True,0.1876247359498,,2,resnet,1.9235732379006,gelu,resnet18,,,1,cosine_warmup,5.87008184e-05,0.3143081433206,,sgd,3.0,,
332,,crlm,2,,0.0033767685633,,0.1995646295803,4.0,1,densenet,,leakyrelu,,30.0,0.0442726786889,0,cosine_warmup,0.0002914715054,0.2328504376206,False,sgd,,densenet169,48.0
