,model_type,dataset,gradient_accumulation_steps,conv1_t_stride,learning_rate,no_max_pool,label_smoothing,bn_size,batch_size,model,widen_factor,act,resnet_type,growth_rate,dropout_prob,warmup_epochs,scheduler_type,weight_decay,mixup_alpha,remove_last_block,optimizer_type,conv1_t_size,densenet_type,init_features
479,,gist,2,,5.00654198e-05,,0.1409859393329,2.0,1,densenet,,gelu,,15.0,0.0331367728969,4,warmup,1.0588755e-06,0.0473710082725,True,sgd,,densenet121,53.0
480,,gist,1,1.0,0.00600908014,True,0.1864361894863,,2,resnet,1.429444714472,relu,resnet18,,,3,warmup,5.7762882e-06,0.0663467356928,,adam,4.0,,
481,,gist,2,,0.0001849822596,,0.0219154475376,4.0,3,densenet,,gelu,,23.0,0.0890033782172,3,warmup,2.49912807e-05,0.1891989218123,True,adamw,,densenet201,49.0
482,,gist,2,,6.14321385e-05,,0.1006518656493,4.0,2,densenet,,gelu,,15.0,0.1207181010909,0,cosine_warmup,0.0003059618751,0.394534891753,False,sgd,,densenet121,31.0
483,,gist,1,,0.0041336787513,,0.0275216702185,3.0,4,densenet,,gelu,,19.0,0.2990448181387,0,cosine_warmup,3.9455272e-06,0.2501359276097,True,sgd,,densenet201,62.0
484,,gist,1,,2.32731813e-05,,0.1357304306551,3.0,2,densenet,,leakyrelu,,13.0,0.2362875422028,5,warmup,2.91680777e-05,0.2329967568371,True,adamw,,densenet121,37.0
485,,gist,2,,0.0003598773902,,0.1298169153851,1.0,1,densenet,,gelu,,16.0,0.0310570065998,4,warmup,9.32474946e-05,0.3317467532795,True,adam,,densenet169,43.0
486,,gist,2,,0.0016496812558,,0.073170023841,3.0,1,densenet,,gelu,,25.0,0.1827780031314,0,warmup,1.8051944e-06,0.1949153362099,False,sgd,,densenet169,35.0
487,,gist,2,2.0,1.55700152e-05,True,0.0430701617287,,1,resnet,1.7785990258908,relu,resnet18,,,5,warmup,0.0002573520987,0.155909125112,,adam,4.0,,
488,,gist,2,2.0,0.0004878996599,True,0.1921719523474,,4,resnet,1.0189111435189,gelu,resnet34,,,2,cosine_warmup,0.0001818431719,0.3463289126479,,sgd,5.0,,
489,,gist,2,2.0,0.0040616833019,False,0.0059442445301,,4,resnet,1.4297920768355,leakyrelu,resnet50,,,1,cosine_warmup,0.0001155861191,0.3889746256481,,adamw,4.0,,
490,,gist,2,2.0,1.29442779e-05,True,0.1350981918295,,3,resnet,1.2060649419293,gelu,resnet34,,,2,cosine_warmup,0.0007595736259,0.2341566268273,,sgd,7.0,,
491,,gist,1,1.0,0.0008049555675,True,0.068600764581,,2,resnet,1.148015023293,relu,resnet34,,,3,cosine_warmup,0.0001968926386,0.3944957321959,,adamw,7.0,,
492,,gist,2,1.0,0.0022032558532,False,0.0415004107795,,3,resnet,1.3529556998337,relu,resnet18,,,5,warmup,1.3640979e-06,0.3371399902356,,adamw,6.0,,
493,,gist,2,1.0,0.0007152269887,False,0.0372555650644,,2,resnet,1.4077095259847,leakyrelu,resnet18,,,2,cosine_warmup,0.0001273897213,0.1107100309135,,adam,6.0,,
494,,gist,1,1.0,0.0074419517005,False,0.1824010574521,,3,resnet,1.7557018448405,leakyrelu,resnet18,,,1,cosine_warmup,7.93589695e-05,0.2995697255026,,sgd,5.0,,
495,,gist,2,,0.0006201660596,,0.0014777980226,3.0,4,densenet,,gelu,,13.0,0.2271287968084,5,warmup,2.3690459e-06,0.271302784527,False,adam,,densenet121,58.0
496,,gist,1,,0.0054670148303,,0.1951111165169,3.0,1,densenet,,leakyrelu,,26.0,0.1372213455217,5,warmup,7.16424127e-05,0.1551181343223,False,sgd,,densenet201,31.0
497,,gist,1,,0.0001042387839,,0.1021217776703,3.0,2,densenet,,relu,,29.0,0.1510060562657,4,cosine_warmup,3.1283963e-06,0.0790645354284,True,adamw,,densenet201,59.0
498,,gist,1,,4.06989358e-05,,0.0018457538207,2.0,2,densenet,,gelu,,26.0,0.0866675917692,0,cosine_warmup,3.6387757e-06,0.2974175277142,True,adamw,,densenet169,59.0
499,,gist,2,1.0,0.0007744923134,False,0.1538711117685,,4,resnet,1.7677763533152,gelu,resnet34,,,2,warmup,3.2447543e-05,0.0230530048815,,sgd,6.0,,
500,,gist,1,,0.0001239729638,,0.1067418938487,4.0,4,densenet,,leakyrelu,,17.0,0.2251257082333,3,cosine_warmup,0.0009078058569,0.1712964335161,True,adam,,densenet121,17.0
501,,gist,2,,1.58257456e-05,,0.0753159935999,4.0,1,densenet,,leakyrelu,,16.0,0.2717077306763,2,cosine_warmup,0.0003556570303,0.0386965369814,True,adamw,,densenet121,26.0
502,,gist,2,,0.0025150762645,,0.0485129985816,1.0,3,densenet,,relu,,29.0,0.0048639317427,2,cosine_warmup,0.0002775060225,0.2510027887218,False,adam,,densenet169,36.0
503,,gist,2,2.0,2.1737759e-05,True,0.1255635912424,,3,resnet,1.2415648040638,leakyrelu,resnet34,,,2,cosine_warmup,1.4021095e-06,0.0405160402944,,adamw,6.0,,
504,,gist,2,,8.56996297e-05,,0.0770583680995,1.0,2,densenet,,leakyrelu,,15.0,0.213508896734,1,cosine_warmup,1.0660638e-06,0.2320444961994,True,sgd,,densenet201,35.0
505,,gist,1,,0.0001753200149,,0.1163745298649,4.0,4,densenet,,gelu,,31.0,0.2747113299896,4,cosine_warmup,0.0002160067431,0.0319661385338,True,adamw,,densenet169,62.0
